Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company_Name,Sector
2020-06-15 00:00:00-04:00,36.74935452725902,36.83626258859882,36.317922266240856,36.65003204345703,32703300,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-16 00:00:00-04:00,37.18389321900994,37.31735803557501,36.79280869863332,37.137332916259766,25167600,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-17 00:00:00-04:00,37.20252024151795,37.28632026967827,36.74936000954909,36.94490051269531,20166900,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-18 00:00:00-04:00,36.79280891698306,36.95421062656657,36.51967384670371,36.622100830078125,20070000,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-19 00:00:00-04:00,36.901449607452555,37.339087385043044,36.54761186110148,37.19941711425781,40078800,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-22 00:00:00-04:00,37.54703741602709,37.894666095675234,37.37011680667036,37.76741027832031,27338400,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-23 00:00:00-04:00,38.09952794194335,38.13056577934073,37.5439407067824,37.57808303833008,19727700,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-24 00:00:00-04:00,37.475661601081725,37.59360753191406,37.11561837141671,37.33909225463867,20614800,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-25 00:00:00-04:00,37.171479001475866,37.295633901273035,36.74315116847323,37.15596008300781,20569800,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-26 00:00:00-04:00,37.121818974851685,37.50669097035319,36.63141194669415,36.724525451660156,26991600,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-29 00:00:00-04:00,36.78039604860692,37.1466481883693,36.693487978550024,36.9542121887207,16511400,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-06-30 00:00:00-04:00,37.00387220167029,37.28631720384478,36.79280924541987,37.17768478393555,20509200,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-01 00:00:00-04:00,37.07525992242601,37.22113917262041,36.83005817609252,37.14975357055664,19733700,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-02 00:00:00-04:00,37.27390950554173,37.519111282075464,36.892138391983046,37.00077438354492,17695800,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-06 00:00:00-04:00,37.18389586628063,37.20562377230745,36.69348882201375,36.90144729614258,21695100,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-07 00:00:00-04:00,36.76487824010768,39.5893639617735,36.693489085544456,39.403133392333984,93458100,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-08 00:00:00-04:00,39.72904633652738,39.769394111499764,38.61166623120236,38.624080657958984,52217100,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-09 00:00:00-04:00,38.98722752670054,39.78491214895769,38.78237705758093,39.65144729614258,42771600,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-10 00:00:00-04:00,39.95871954228013,40.77502740080559,39.499350342958046,40.56086349487305,44236800,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-13 00:00:00-04:00,40.762617167999984,41.47649455980295,40.00528040846799,40.20082092285156,42338400,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-14 00:00:00-04:00,40.12632903091488,41.1257630181469,40.04873088583416,40.97367477416992,26455800,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-15 00:00:00-04:00,41.054369368017596,41.631680891476044,40.59810468602386,40.97056579589844,31731300,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-16 00:00:00-04:00,40.98608942312747,41.197148848551095,40.73467867787663,41.03264617919922,17676600,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-17 00:00:00-04:00,41.395795653225086,41.395795653225086,40.80606611173039,40.889869689941406,18189600,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-20 00:00:00-04:00,40.958156667401695,41.20025393367916,40.703641424351396,40.806068420410156,18342600,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-21 00:00:00-04:00,40.833997930478006,41.58823010624067,40.79985560166376,41.072994232177734,21712500,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-22 00:00:00-04:00,41.147489586519136,41.29026790783472,40.719161726678315,41.1754264831543,16164600,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-23 00:00:00-04:00,41.28095216108265,41.32750891685078,40.756406319066734,40.85883331298828,16796400,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-24 00:00:00-04:00,40.644667348208436,41.09471951669139,40.508098029856455,40.734676361083984,13037400,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-27 00:00:00-04:00,40.616736322051246,40.964365104041654,40.616736322051246,40.725372314453125,14045700,0.0,0.0,Walmart Inc.,Consumer Defensive
2020-07-28 00:00:00-04:00,40.81537330890513,41.088511931320284,40.63535174051896,40.89607238769531,14414100,0.0,0.0,Walmart Inc.,Consumer Defensive
