Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company_Name,Sector
2020-06-15 00:00:00-04:00,170.77630543548972,177.62720930275154,170.05150326495013,177.3392791748047,6000000,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-16 00:00:00-04:00,178.72931123656232,181.20160155570662,176.74354026060936,179.1959686279297,5824100,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-17 00:00:00-04:00,179.68248729026556,181.44982224014845,179.39454201571453,180.1094207763672,5038600,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-18 00:00:00-04:00,180.61579870871697,187.65535302475445,180.3278534395238,186.32489013671875,8677800,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-19 00:00:00-04:00,188.15181050697623,189.889360208228,184.17034493133397,185.6199493408203,11841000,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-22 00:00:00-04:00,185.69937288541203,191.1304577541323,185.66958753258564,190.2864990234375,6252200,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-23 00:00:00-04:00,190.63402117602925,192.7091482913171,187.2482778930454,187.71493530273438,6950800,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-24 00:00:00-04:00,186.1759512349697,187.95322473148937,182.7306374011657,184.2299041748047,4903100,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-25 00:00:00-04:00,184.8157158530507,187.42700970019703,183.1278134464342,187.00006103515625,4022400,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-26 00:00:00-04:00,186.6624753659731,186.88091138959,181.7179097818539,181.86683654785156,7595700,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-29 00:00:00-04:00,182.0157724001222,182.40299712904604,178.71938535371,182.02569580078125,3972100,0.0,0.0,"Salesforce, Inc.",Technology
2020-06-30 00:00:00-04:00,182.1448376616977,186.5532516020678,181.8271221872888,185.9972381591797,4478900,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-01 00:00:00-04:00,186.76176620185117,191.4481869134395,186.1263200960543,190.52479553222656,4754600,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-02 00:00:00-04:00,191.7857705279146,193.9999009937028,190.92194982403936,191.16024780273438,4200300,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-06 00:00:00-04:00,193.05666071838334,198.03101166244207,192.46092335312446,196.31332397460938,5794200,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-07 00:00:00-04:00,196.25374128248134,198.79552560525659,194.81406041296583,194.98284912109375,5431500,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-08 00:00:00-04:00,196.59133994384996,199.768570690674,195.9459703930157,198.85511779785156,4233700,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-09 00:00:00-04:00,200.5827361201247,201.37704756271637,194.2481216820003,199.3118438720703,6062800,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-10 00:00:00-04:00,198.63665489769605,199.30188631172672,195.67786058523276,197.46505737304688,3783200,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-13 00:00:00-04:00,198.57711019561614,198.8352549847872,186.69226893839001,187.00006103515625,5555400,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-14 00:00:00-04:00,184.6667715438304,188.60852801890755,181.9959072412979,188.21136474609375,5854700,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-15 00:00:00-04:00,189.67090136699207,190.733296042963,185.42135296356696,186.75181579589844,7681800,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-16 00:00:00-04:00,185.093699663591,185.53057167593317,180.63563863793635,184.19017028808594,7350000,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-17 00:00:00-04:00,185.80858467232272,187.059614899819,182.05547883960404,186.44403076171875,4324300,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-20 00:00:00-04:00,186.5631772789274,193.92046238673433,185.93766972316178,193.7020263671875,5729000,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-21 00:00:00-04:00,194.60555207185644,195.10199480673361,188.13193456699355,189.4425506591797,5376800,0.0,0.0,"Salesforce, Inc.",Technology
2020-07-22 00:00:00-04:00,189.4227007127058,190.50494230727176,187.52628570923125,189.9489288330078,2833000,0.0,0.0,"Salesforce, Inc.",Technology
