Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company_Name,Sector
2020-06-15 00:00:00-04:00,91.24903275481229,93.68356571055861,90.56001445485118,93.13235473632812,5385959,0.0,0.0,International Business Machines Corporation,Technology
2020-06-16 00:00:00-04:00,95.69703901811003,97.61097613273363,94.28838120399404,95.81187438964844,5864608,0.0,0.0,International Business Machines Corporation,Technology
2020-06-17 00:00:00-04:00,96.33245456565574,96.65400090508719,94.47210462713777,95.0462875366211,3302013,0.0,0.0,International Business Machines Corporation,Technology
2020-06-18 00:00:00-04:00,94.1658719913806,95.23767883333547,93.65293747454399,95.05393981933594,2997208,0.0,0.0,International Business Machines Corporation,Technology
2020-06-19 00:00:00-04:00,96.59276419922998,97.09038822566039,93.59170336251044,93.7601318359375,8471554,0.0,0.0,International Business Machines Corporation,Technology
2020-06-22 00:00:00-04:00,93.49217769376018,93.78309682264532,92.27491418871061,92.68832397460938,4993081,0.0,0.0,International Business Machines Corporation,Technology
2020-06-23 00:00:00-04:00,93.40795345474174,94.08931644391157,91.2796563698788,91.4174575805664,6937700,0.0,0.0,International Business Machines Corporation,Technology
2020-06-24 00:00:00-04:00,90.58297518797139,90.58297518797139,88.71496400539138,89.12837982177734,7061546,0.0,0.0,International Business Machines Corporation,Technology
2020-06-25 00:00:00-04:00,89.3886668162863,91.26433318009717,88.88338763423309,91.12652587890625,6412608,0.0,0.0,International Business Machines Corporation,Technology
2020-06-26 00:00:00-04:00,90.53702904570399,91.09590129246958,89.00587488341479,89.71786499023438,11244605,0.0,0.0,International Business Machines Corporation,Technology
2020-06-29 00:00:00-04:00,90.32267150958741,91.7007078511899,89.85566874360049,91.67774200439453,4350837,0.0,0.0,International Business Machines Corporation,Technology
2020-06-30 00:00:00-04:00,91.24903441073438,92.78784421541289,91.10357790822798,92.45864868164062,4099797,0.0,0.0,International Business Machines Corporation,Technology
2020-07-01 00:00:00-04:00,92.07586883173802,92.81081891732181,90.6212731201439,90.75141906738281,4869967,0.0,0.0,International Business Machines Corporation,Technology
2020-07-02 00:00:00-04:00,91.63181004927756,92.9562594995519,91.30261456217902,91.63946533203125,3919362,0.0,0.0,International Business Machines Corporation,Technology
2020-07-06 00:00:00-04:00,92.82611765468793,93.28545907831,91.45573033822065,92.01460266113281,4231488,0.0,0.0,International Business Machines Corporation,Technology
2020-07-07 00:00:00-04:00,91.10356634700494,91.49401021150577,89.82505468379276,90.01644897460938,4474893,0.0,0.0,International Business Machines Corporation,Technology
2020-07-08 00:00:00-04:00,90.38393530938222,90.82796619482453,89.17432108064637,90.11598205566406,5431669,0.0,0.0,International Business Machines Corporation,Technology
2020-07-09 00:00:00-04:00,90.33800122020192,90.33800122020192,88.19438732127013,88.58483123779297,4982098,0.0,0.0,International Business Machines Corporation,Technology
2020-07-10 00:00:00-04:00,88.4240754333383,90.77440078779205,88.2633083305426,90.60597229003906,4482842,0.0,0.0,International Business Machines Corporation,Technology
2020-07-13 00:00:00-04:00,91.70072032922255,92.62706459541924,90.84327361278712,91.25668334960938,4864632,0.0,0.0,International Business Machines Corporation,Technology
