Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2020-06-24 00:00:00-04:00,90.58298294187937,90.58298294187937,88.71497159939749,89.12838745117188,7061546,0.0,0.0,IBM
2020-06-25 00:00:00-04:00,89.3886817840775,91.26434846196153,88.88340251741721,91.12654113769531,6412608,0.0,0.0,IBM
2020-06-26 00:00:00-04:00,90.53704444381259,91.09591678562852,89.00589002111197,89.71788024902344,11244605,0.0,0.0,IBM
2020-06-29 00:00:00-04:00,90.32268654283935,91.70072311380139,89.85568369912477,91.6777572631836,4350837,0.0,0.0,IBM
2020-06-30 00:00:00-04:00,91.24902688115338,92.78783655885418,91.1035703906496,92.4586410522461,4099797,0.0,0.0,IBM
2020-07-01 00:00:00-04:00,92.07586883173802,92.81081891732181,90.6212731201439,90.75141906738281,4869967,0.0,0.0,IBM
2020-07-02 00:00:00-04:00,91.63181004927756,92.9562594995519,91.30261456217902,91.63946533203125,3919362,0.0,0.0,IBM
2020-07-06 00:00:00-04:00,92.82612535136926,93.28546681307765,91.45573792127625,92.01461029052734,4231488,0.0,0.0,IBM
2020-07-07 00:00:00-04:00,91.10357406853872,91.49401796613184,89.82506229696557,90.0164566040039,4474893,0.0,0.0,IBM
2020-07-08 00:00:00-04:00,90.38395061354217,90.82798157416951,89.17433617998972,90.11599731445312,5431669,0.0,0.0,IBM
2020-07-09 00:00:00-04:00,90.33799343981511,90.33799343981511,88.1943797255027,88.58482360839844,4982098,0.0,0.0,IBM
2020-07-10 00:00:00-04:00,88.42406054199857,90.77438550063825,88.26329346627737,90.60595703125,4482842,0.0,0.0,IBM
2020-07-13 00:00:00-04:00,91.70071266270489,92.62705685145579,90.84326601795514,91.25667572021484,4864632,0.0,0.0,IBM
2020-07-14 00:00:00-04:00,90.81265345642882,92.55051275791422,90.27674696180556,92.3284912109375,4742982,0.0,0.0,IBM
2020-07-15 00:00:00-04:00,93.70651554579011,94.90081902322021,93.51512737643363,94.16586303710938,4679176,0.0,0.0,IBM
2020-07-16 00:00:00-04:00,93.92089599442936,95.29893256736149,93.52279681156291,94.9391098022461,4530121,0.0,0.0,IBM
2020-07-17 00:00:00-04:00,95.23004807483538,96.17936452178947,94.31901416290218,95.78126525878906,4167892,0.0,0.0,IBM
2020-07-20 00:00:00-04:00,96.51618805180075,97.28176522055165,95.80420397307033,96.74586486816406,10384374,0.0,0.0,IBM
2020-07-21 00:00:00-04:00,100.41297614847032,101.18620863638702,96.30948770804035,96.50853729248047,16063004,0.0,0.0,IBM
2020-07-22 00:00:00-04:00,96.38605064128296,99.11915795364021,96.30949169573675,98.50669860839844,8572388,0.0,0.0,IBM
2020-07-23 00:00:00-04:00,98.83590585241181,99.0426107532042,97.34303373026411,97.4808349609375,4414225,0.0,0.0,IBM
2020-07-24 00:00:00-04:00,96.83009299070359,97.72581620728842,96.07982628009006,96.30184173583984,3693531,0.0,0.0,IBM
2020-07-27 00:00:00-04:00,95.5898430281004,96.70758153057218,95.47500767566633,96.62336730957031,3905136,0.0,0.0,IBM
2020-07-28 00:00:00-04:00,96.32480708696846,96.72290629226919,95.04629523770433,95.2912826538086,4370397,0.0,0.0,IBM
2020-07-29 00:00:00-04:00,95.36017837278222,96.45495727583543,94.98505113621638,95.9420166015625,2963109,0.0,0.0,IBM
2020-07-30 00:00:00-04:00,94.70943036988874,94.85488685353465,93.12468906765987,94.08930969238281,4171553,0.0,0.0,IBM
2020-07-31 00:00:00-04:00,93.94387320813391,94.15823339259565,92.70363769865578,94.11995697021484,5519847,0.0,0.0,IBM
2020-08-03 00:00:00-04:00,94.54866286082223,95.245336408423,93.51513851915878,95.16877746582031,3688301,0.0,0.0,IBM
2020-08-04 00:00:00-04:00,94.79365938836254,96.35543508585033,94.79365938836254,96.34011840820312,3625541,0.0,0.0,IBM
2020-08-05 00:00:00-04:00,97.02150101033413,97.03681158053891,95.39847670602013,96.04155731201172,3786102,0.0,0.0,IBM
2020-08-06 00:00:00-04:00,95.69701961261335,96.66164631323136,95.69701961261335,96.5544662475586,3574287,0.0,0.0,IBM
2020-08-07 00:00:00-04:00,95.78663412947556,97.00433086045595,95.56171173930865,96.91901397705078,3818946,1.558317,0.0,IBM
2020-08-10 00:00:00-04:00,97.27578492835563,98.68737576873227,97.08964012903314,98.5865478515625,4150842,0.0,0.0,IBM
