Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2020-06-24 00:00:00-04:00,193.1501421849448,194.73097822691696,188.3213805897435,189.5477294921875,36740600,0.0,0.0,MSFT
2020-06-25 00:00:00-04:00,189.50930990183528,192.20152774783602,187.27696899050756,191.94284057617188,27803900,0.0,0.0,MSFT
2020-06-26 00:00:00-04:00,191.35843741947582,191.51173462779505,186.71173091870725,188.1009521484375,54675800,0.0,0.0,MSFT
2020-06-29 00:00:00-04:00,187.57400155895849,190.2087370145891,185.4374747192305,190.1225128173828,26701600,0.0,0.0,MSFT
2020-06-30 00:00:00-04:00,189.585968889164,195.83267600358784,189.45183750006225,194.97998046875,34310300,0.0,0.0,MSFT
2020-07-01 00:00:00-04:00,194.6255211499115,197.70098256301688,193.31294846872325,196.12013244628906,32061200,0.0,0.0,MSFT
2020-07-02 00:00:00-04:00,197.0590698637365,199.3010016273132,196.40757857155802,197.61476135253906,29315800,0.0,0.0,MSFT
2020-07-06 00:00:00-04:00,200.0769914080946,202.2805909234431,199.36800289399446,201.8686065673828,31897600,0.0,0.0,MSFT
2020-07-07 00:00:00-04:00,201.6291326622737,205.6722554862354,199.2722500267943,199.52134704589844,33600700,0.0,0.0,MSFT
2020-07-08 00:00:00-04:00,201.26506682461263,204.32134787899562,199.94290390142638,203.9093780517578,33600000,0.0,0.0,MSFT
2020-07-09 00:00:00-04:00,207.2626608673324,207.31056807147002,202.6063642381437,205.3369140625,33121700,0.0,0.0,MSFT
2020-07-10 00:00:00-04:00,204.66626515382762,205.1069910138822,202.23273387739715,204.71417236328125,26177600,0.0,0.0,MSFT
2020-07-13 00:00:00-04:00,205.49018025005506,206.75486016607707,197.84466181891068,198.39077758789062,38135600,0.0,0.0,MSFT
2020-07-14 00:00:00-04:00,197.49019051020417,200.09618452631085,193.56203368055372,199.6171417236328,37591800,0.0,0.0,MSFT
2020-07-15 00:00:00-04:00,200.77642365546433,202.47223932553388,196.43629689144993,199.32012939453125,32179400,0.0,0.0,MSFT
2020-07-16 00:00:00-04:00,196.79076524869717,197.07819383626625,193.8302844209537,195.372802734375,29940700,0.0,0.0,MSFT
2020-07-17 00:00:00-04:00,195.8997563460039,196.44585751522288,192.94885105600204,194.37640380859375,31635300,0.0,0.0,MSFT
2020-07-20 00:00:00-04:00,196.4075702484774,203.4015988445858,194.5009744255824,202.73094177246094,36884800,0.0,0.0,MSFT
2020-07-21 00:00:00-04:00,204.7045699499503,204.97283274467122,199.3105434190192,200.0003662109375,37990400,0.0,0.0,MSFT
2020-07-22 00:00:00-04:00,200.43149741397403,203.40156851523614,199.65545044485876,202.87461853027344,49605700,0.0,0.0,MSFT
2020-07-23 00:00:00-04:00,198.50578178831807,202.07943741473576,193.67702159409754,194.05067443847656,67457000,0.0,0.0,MSFT
2020-07-24 00:00:00-04:00,192.01950515561995,194.35723624861387,189.23147268229232,192.8626251220703,39827000,0.0,0.0,MSFT
2020-07-27 00:00:00-04:00,193.02550720665892,195.4207212092042,192.4410744052688,195.30575561523438,30160900,0.0,0.0,MSFT
2020-07-28 00:00:00-04:00,195.07581233352278,196.1201221435379,193.28419691457697,193.55245971679688,23251400,0.0,0.0,MSFT
2020-07-29 00:00:00-04:00,194.01234671295202,196.07222504023824,193.54287947526808,195.5069580078125,19632600,0.0,0.0,MSFT
2020-07-30 00:00:00-04:00,192.57521049122226,195.89019318387906,191.20515506565272,195.35365295410156,25079600,0.0,0.0,MSFT
2020-07-31 00:00:00-04:00,195.83268148482023,196.50335306832557,190.66860093102648,196.4171142578125,51044000,0.0,0.0,MSFT
2020-08-03 00:00:00-04:00,202.65425777868654,208.51773661298748,201.619523639829,207.46383666992188,78983000,0.0,0.0,MSFT
2020-08-04 00:00:00-04:00,205.19317180635795,205.76802895972276,201.49496115508026,204.3500518798828,49280100,0.0,0.0,MSFT
2020-08-05 00:00:00-04:00,205.8925948865428,205.98840929669697,202.70218262142487,204.01475524902344,28806400,0.0,0.0,MSFT
2020-08-06 00:00:00-04:00,203.43986718769898,207.30095050015285,202.6829860914297,207.28179931640625,32656800,0.0,0.0,MSFT
2020-08-07 00:00:00-04:00,205.8447085853178,206.6590726195856,202.08899995716098,203.57403564453125,27820400,0.0,0.0,MSFT
2020-08-10 00:00:00-04:00,202.79799838593433,202.99920281541554,197.70099006339882,199.52134704589844,36716500,0.0,0.0,MSFT
2020-08-11 00:00:00-04:00,198.47700033771494,198.94645288740764,194.62549244411483,194.85543823242188,36446500,0.0,0.0,MSFT
2020-08-12 00:00:00-04:00,196.68540826683247,201.46626120547887,196.16804841775132,200.4219512939453,28013100,0.0,0.0,MSFT
2020-08-13 00:00:00-04:00,200.66144219118792,202.49138912091325,199.42550363100096,199.95245361328125,22588900,0.0,0.0,MSFT
2020-08-14 00:00:00-04:00,200.00994208877663,200.80515488112698,198.81233510377172,200.14407348632812,17958900,0.0,0.0,MSFT
2020-08-17 00:00:00-04:00,200.81474113004822,202.33809367629547,200.16323534106616,201.4662322998047,20184800,0.0,0.0,MSFT
2020-08-18 00:00:00-04:00,201.70576542532348,203.45906387306434,200.44110000254938,202.6255340576172,21336200,0.0,0.0,MSFT
2020-08-19 00:00:00-04:00,203.11536754091307,203.70121318351363,200.96406238596384,201.396240234375,27627600,0.51,0.0,MSFT
2020-08-20 00:00:00-04:00,201.24253011907706,206.48632892012674,200.63748712036835,206.0829620361328,26981500,0.0,0.0,MSFT
2020-08-21 00:00:00-04:00,205.3915117571103,207.6868712742593,204.42151129871056,204.58477783203125,36249300,0.0,0.0,MSFT
2020-08-24 00:00:00-04:00,206.2846433660355,206.98574705184538,204.0180951120791,205.22821044921875,25460100,0.0,0.0,MSFT
2020-08-25 00:00:00-04:00,204.66158367149941,208.03258795996646,204.66158367149941,207.89813232421875,23043700,0.0,0.0,MSFT
2020-08-26 00:00:00-04:00,209.25230434048552,213.29558685143772,208.75289140749118,212.39280700683594,39600800,0.0,0.0,MSFT
2020-08-27 00:00:00-04:00,214.0639039707593,221.99681561216175,210.7120972374295,217.6077880859375,57602200,0.0,0.0,MSFT
2020-08-28 00:00:00-04:00,219.14443155423294,221.5070259544178,217.60779777645126,219.8455352783203,26292900,0.0,0.0,MSFT
2020-08-31 00:00:00-04:00,218.0111720750018,219.64385193055338,215.42768932110053,216.59938049316406,28774200,0.0,0.0,MSFT
2020-09-01 00:00:00-04:00,216.58019136916778,218.44337309171303,215.5429557301869,218.2705078125,25725500,0.0,0.0,MSFT
2020-09-02 00:00:00-04:00,218.9427344651928,223.63909728560728,218.34729021557558,222.4770050048828,34080800,0.0,0.0,MSFT
2020-09-03 00:00:00-04:00,220.19129093318827,220.22970055127237,206.44794563306343,208.69528198242188,58400300,0.0,0.0,MSFT
2020-09-04 00:00:00-04:00,206.58238418606985,209.71328803798121,197.06480108183683,205.7660369873047,59664100,0.0,0.0,MSFT
2020-09-08 00:00:00-04:00,198.32293318553906,201.71314970879104,194.19320331662198,194.63499450683594,52924300,0.0,0.0,MSFT
2020-09-09 00:00:00-04:00,199.3793936773701,206.3326924284308,198.5150233767593,202.9232635498047,45679000,0.0,0.0,MSFT
2020-09-10 00:00:00-04:00,204.94971039022184,206.23665976470147,196.02758532941417,197.23768615722656,35461500,0.0,0.0,MSFT
2020-09-11 00:00:00-04:00,198.99518506487826,200.368566810898,193.27120041209554,195.95071411132812,33620100,0.0,0.0,MSFT
2020-09-14 00:00:00-04:00,196.15245478035206,200.91603915871082,195.9507639688681,197.276123046875,30375800,0.0,0.0,MSFT
2020-09-15 00:00:00-04:00,200.16691959839233,201.4730664903299,198.7359157965903,200.51266479492188,21823900,0.0,0.0,MSFT
2020-09-16 00:00:00-04:00,202.27978839228365,202.30859926907064,196.53659069787514,196.93035888671875,26328100,0.0,0.0,MSFT
2020-09-17 00:00:00-04:00,192.12831231186047,196.2388293306999,192.04187969876673,194.87506103515625,34011300,0.0,0.0,MSFT
2020-09-18 00:00:00-04:00,194.7694666209118,195.58579926868694,188.47883258955716,192.45489501953125,55225300,0.0,0.0,MSFT
2020-09-21 00:00:00-04:00,189.38160480843675,194.68302605051372,188.603681812148,194.51974487304688,39839700,0.0,0.0,MSFT
2020-09-22 00:00:00-04:00,196.93997901103268,199.85960851536447,194.077985921099,199.20652770996094,33517100,0.0,0.0,MSFT
2020-09-23 00:00:00-04:00,199.6674908934274,199.85958294103887,192.1091348351066,192.64695739746094,30803800,0.0,0.0,MSFT
2020-09-24 00:00:00-04:00,191.9362594683191,197.42975761656191,191.31198965559403,195.1439971923828,31202500,0.0,0.0,MSFT
2020-09-25 00:00:00-04:00,195.4897786762094,200.762374892185,194.51976353210432,199.5906982421875,29437300,0.0,0.0,MSFT
2020-09-28 00:00:00-04:00,202.52951091493645,204.15259209844297,199.8211711438522,201.1465301513672,32004900,0.0,0.0,MSFT
